Code;Calle;Entre Calle;Lineas;Latitud;Longitud
C0001;Vucetich 7900;Esquina Schrodinger;10 Ida - 12 Ida - 17 Ida -;-31,464964;-64,078247
C0002;Vucetich 7707;Lippman y Zeemen;10 Ida - 12 Ida - 17 Ida -;-31,465003;-64,080913
C0004;Vucetich 7607;Pauli y Franck;10 Ida - 12 Ida - 17 Ida -;-31,464968;-64,082076
C0006;Vucetich 7450;Guillaume y Compton;10 Ida - 12 Ida -;-31,465001;-64,084132
C0008;Vucetich 7273;Bequerel y Thompson;10 Ida - 12 Ida -;-31,464699;-64,086138
C0010;Vucetich 7195;Faraday y Westinghouse;10 Ida - 12 Ida -;-31,465001;-64,087393
C0012;Vucetich 7107;Stephenson y Lumiere;10 Ida - 12 Ida -;-31,464937;-64,088702
C0014;Vucetich 6924;Watt y Ohm;10 Ida - 12 Ida -;-31,464928;-64,091738
C0016;Vucetich 6673;Hertz y Guttemberg;10 Ida - 12 Ida -;-31,464937;-64,094597
C0018;Vucetich 6559;Daimler y Galileo;10 Ida - 12 Ida -;-31,46491;-64,096764
C0020;Vucetich 6305;Diesel y Dalton;10 Ida -;-31,464947;-64,099468
C0022;Vucetich 6100;Taylor y Ruta 9;10 Ida -;-31,46492;-64,102257
C0024;Sabattini 6011;Vucetich y Pestaña;10 Ida - 16 Reg -;-31,463666;-64,104328
C0026;Sabattini 5821;Jose Villegas y Perelo ;10 Ida - 16 Reg -;-31,461607;-64,106388
C0028;Sabattini 5659;Sanchez de Loria y Manuel Padilla;10 Ida - 12 Ida - 15 Reg - 16 Reg -;-31,459548;-64,108469
C0030;Sabattini 5515;Martin Zapata y Luciano Torrent;10 Ida - 12 Ida - 15 Reg - 16 Reg -;-31,457956;-64,1101
C0032;Sabattini 5421;Delfin Huergo y Juan Segui;10 Ida - 12 Ida - 15 Reg - 16 Reg -;-31,456464;-64,11157
C0034;Sabattini 5375;Frente CARGO;10 Ida - 12 Ida - 15 Reg - 16 Reg - 17 Ida -;-31,454926;-64,113179
C0036;Sabattini 5300;Frente a Tubos Transelectric;10 Ida - 12 Ida - 15 Reg - 16 Reg - 17 Ida -;-31,453828;-64,114402
C0038;Sabattini 5200;Frente FIAT;10 Ida - 12 Ida - 15 Reg - 16 Reg - 17 Ida -;-31,451814;-64,116247
C0040;Sabattini 5125;Cangallo y Croacia;10 Ida - 12 Ida - 15 Reg - 16 Reg - 17 Ida -;-31,448775;-64,119251
C0042;Sabattini 5025;Croacia y Circunvalacion;10 Ida - 12 Ida - 14 Reg - 15 Reg - 16 Reg - 17 Ida -;-31,446652;-64,121568
C0044;Sabattini 4900;Calingasta y Fiambala;10 Ida - 12 Ida - 14 Reg - 15 Reg - 16 Reg - 17 Ida -;-31,440702;-64,127276
C0046;Sabattini 4600;Frente Arco de Cordoba;10 Ida - 12 Ida - 14 Reg - 15 Reg - 16 Reg - 17 Ida -;-31,438176;-64,128263
C0048;Sabattini 4317;ESTACION TANCACHA;10 Ida - 12 Ida - 14 Reg - 15 Reg - 16 Reg - 17 Ida -;-31,434846;-64,131199
C0050;Sabattini 4011;ESTACION PUNILLA;10 Ida - 12 Ida - 14 Reg - 15 Reg - 16 Reg - 17 Ida -;-31,432929;-64,134101
C0054;Sabattini 3811;ESTACION BANCALARI;10 Ida - 11 Reg - 12 Ida - 14 Reg - 15 Reg - 16 Reg - 17 Ida -;-31,432264;-64,136398
C0058;Sabattini 3500;Hiper Libertad;10 Ida - 11 Reg - 12 Ida - 14 Reg - 15 Reg - 16 Reg - 17 Ida -;-31,432759;-64,143371
C0062;Sabattini 2957;ESTACION OCAMPO;10 Ida - 11 Reg - 12 Ida - 14 Reg - 15 Reg - 16 Reg - 17 Ida -;-31,433241;-64,148084
C0064;Sabattini 2647;ESTACION SARGENTO CABRAL;10 Ida - 11 Reg - 12 Ida - 14 Reg - 15 Reg - 16 Reg - 17 Ida -;-31,433033;-64,151129
C0068;Sabattini 2200;ESTACION BARCELONA;10 Ida - 11 Reg - 12 Ida - 14 Reg - 15 Reg - 16 Reg - 17 Ida -;-31,433014;-64,156595
C0072;Sabattini 1669;ESTACION TOLOSA;10 Ida - 11 Reg - 12 Ida - 14 Reg - 15 Reg - 16 Reg - 17 Ida -;-31,431842;-64,163531
C0076;Sabattini 1400;ESTACION ROCA;10 Ida - 11 Reg - 12 Ida - 14 Reg - 15 Reg - 16 Reg - 17 Ida -;-31,430823;-64,167012
C0078;Sabattini 500;ESTACION ACA;10 Ida - 11 Reg - 12 Ida - 14 Reg - 17 Ida -;-31,427509;-64,171862
C0082;Castro Barros 58;Avellaneda y Ramirez de Velazco;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 19 Ida -;-31,404931;-64,194198
C0084;Castro Barros 443;Europa y Palestina;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,400865;-64,196773
C0086;Castro Barros 675;Chaco y Zelaya;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,399217;-64,197932
C0088;Castro Barros 987;Matias Zapiola y Gutierrez de Ceballos;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,396799;-64,199928
C0090;Castro Barros 1224;Galan y Tambo Nuevo;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,39385;-64,202342
C0092;Castro Barros 1527;6 de Julio y Copacabana;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,392366;-64,203115
C0094;Caraffa 1868;Pablo Cabrera y Obispo Pozo y Silva;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,390333;-64,204681
C0096;Caraffa 2084;Progreso y Juan de la Serna;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,389545;-64,20717
C0098;Caraffa 2253;Julian Paz y Juan Posse;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,388794;-64,209552
C0100;Caraffa 2568;Domingo Zipoli y Las Playas;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,38753;-64,2135
C0102;Caraffa 2786;Claudio Cuenca y Gato y Mancha;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,386742;-64,216247
C0104;Caraffa 2934;Luis Galeano y Pedroni;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,38623;-64,217556
C0106;Octavio Pinto 3150;Temistocles Castellano y Manuel Quintana;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,384728;-64,220474
C0108;Octavio Pinto 3318;Javier Lopez y Sagrada Familia;10 Ida - 11 Reg - 12 Ida - 13 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,382969;-64,222856
C0110;Rafael Nuñez 3545;Rodriguez del Busto y Moscoso;10 Ida - 11 Reg - 12 Ida - 13 Ida - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,378737;-64,224101
C0112;Rafael Nuñez 3686;De Angelis y Perez de Herrera;10 Ida - 11 Reg - 12 Ida - 13 Ida - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,376539;-64,226054
C0114;Rafael Nuñez 3740;Burger y Alameda;10 Ida - 11 Reg - 12 Ida - 13 Ida - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,375183;-64,227148
C0116;Rafael Nuñez 3832;Virey del Pino y Emilio Petorutti;10 Ida - 11 Reg - 12 Ida - 13 Ida - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,373846;-64,228414
C0118;Rafael Nuñez 3964;Juan Castagnino y Juan Battle Planas;10 Ida - 11 Reg - 12 Ida - 13 Ida - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,372234;-64,229766
C0120;Rafael Nuñez 4088;Juan Battle Planas y Gregorio Laferrere;10 Ida - 11 Reg - 12 Ida - 13 Ida - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,370924;-64,230925
C0122;Rafael Nuñez 4252;Gigena y Funes;10 Ida - 11 Reg - 12 Ida - 13 Ida - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,369275;-64,232384
C0124;Rafael Nuñez 4352;Jose Roque Funes y Gregorio Gavier;10 Ida - 11 Reg - 12 Ida - 13 Ida - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,367681;-64,233586
C0126;Rafael Nuñez 4525;Martel de los Rios y Manuel Pizarro;10 Ida - 11 Reg - 12 Ida - 13 Ida - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,365427;-64,235335
C0128;Rafael Nuñez 4663;Manuel Pizarro y Manuel Lopez;10 Ida - 11 Reg - 12 Ida - 13 Ida - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,362954;-64,236858
C0130;Rafael Nuñez 4832;Avila y Zarate y Barranca Yaco;10 Ida - 11 Reg - 12 Ida - 13 Ida - 15 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,360132;-64,238575
C0132;Rafael Nuñez 5220;Nudo Vial y Gaviola;10 Ida - 11 Reg - 12 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida -;-31,355982;-64,242618
C0134;Rafael Nuñez 5441;Albano de Laberge y Parmenio Ferrer;10 Ida - 11 Reg - 12 Ida - 14 Reg - 15 Reg - 17 Ida - 18 Ida -;-31,3536;-64,245
C0136;Rafael Nuñez 5752;Potel Junot y Lo Celso;10 Ida - 11 Reg - 12 Ida - 15 Reg - 18 Ida -;-31,351035;-64,247639
C0138;Rafael Nuñez 6004;Taravella y Martinez;10 Ida - 11 Reg - 12 Ida - 15 Reg - 18 Ida -;-31,347883;-64,249506
C0140;Rafael Nuñez 6378;Santos Nuñez y Bracamonte;10 Ida - 11 Reg - 12 Ida - 15 Reg - 18 Ida -;-31,344163;-64,251652
C0142;Ricardo Rojas 6870;Frente C.P.C.;10 Ida - 18 Ida -;-31,341891;-64,254141
C0144;Ricardo Rojas 7000;Ramon y Cajal y Poincare;10 Ida - 18 Ida -;-31,340242;-64,257016
C0146;Ricardo Rojas 7320;Francisco Vidal y Heriberto Martinez;10 Ida - 18 Ida -;-31,338244;-64,260042
C0148;Heriberto Martinez 7339;Ricardo Rojas y Carlos Andres;10 Ida -;-31,336961;-64,262638
C0150;Heriberto Martinez 7119;Carlos Andres y Jose Agusti;10 Ida -;-31,338702;-64,263153
C0152;Heriberto Martinez 6851;Sergio Camargo y Jose Morelos;10 Ida -;-31,341726;-64,263872
C0154;Morelos 7544;Mocovies y Guillermo Ostwald;10 Ida -;-31,341855;-64,265428
C0156;Tomas Garzon 6872;Manuel Montt y Nilo Pecanha;10 Ida -;-31,341837;-64,267016
C0158;Sandoval 7706;Tomas Garzon y German Busch;10 Ida -;-31,340339;-64,267161
C0160;Sandoval 7830;Antequera y Castro y Bartolome Solom;10 Ida -;-31,340609;-64,269183
C0162;Sandoval 7994;Acevedo y Salnave;10 Ida -;-31,340772;-64,271607
C0164;Sandoval 8000;Candamo y Buitrago;10 Ida -;-31,340724;-64,273416
C0166;Buitrago 6757;Cocomel y Divino Maestro;10 Ida -;-31,342898;-64,273496
C0167;Divino Maestro 8108;Buitrago y Chaine;10 Ida -;-31,343542;-64,273767
C0168;Publica 9999;Comisaria;15 Reg -;-31,469164;-64,11517
C0170;Publica 9999;Diez de Medina antes de Perello;15 Reg -;-31,467254;-64,113526
C0172;Perello 4925;Duran y Donovan;15 Reg -;-31,465856;-64,112366
C0174;Perello 4700;Escuela;15 Reg -;-31,464575;-64,110686
C0178;Gamarra 5715;Zufriategui y Peña;15 Reg -;-31,462781;-64,110991
C0180;Gamarra 5609;Morales y Botello;15 Reg -;-31,461413;-64,112349
C0181;Botello 4421;Esq. Savio;15 Reg -;-31,460434;-64,11134
C0182;Rafael Nuñez 6500;Frente CPC;11 Reg - 12 Ida - 15 Reg -;-31,341461;-64,253934
C0184;Donato Alvarez 7230;Descotte y Blas Pascal;11 Reg - 12 Ida - 15 Reg -;-31,338569;-64,25729
C0186;Donato Alvarez 7394;Ataguille y Sin Datos;11 Reg - 12 Ida - 15 Reg -;-31,336378;-64,260702
C0187;Donato Alvarez 7628;Pozo de la loma;12 Ida -;-31,333744;-64,262386
C0188;Donato Alvarez 7628;Paso de la Loma y Cesar Milone;11 Reg - 15 Reg -;-31,333947;-64,262263
C0190;Donato Alvarez 7796;Massetti y Tehuelches;11 Reg - 15 Reg -;-31,331966;-64,263137
C0192;Donato Alvarez 7996;Massetti y Rodolfo Medica;11 Reg - 15 Reg -;-31,32978;-64,265079
C0194;Donato Alvarez 8230;Agua de la Pilona y Mogrovejo;11 Reg - 15 Reg -;-31,327361;-64,266804
C0196;Piedra Labrada 7800;Donato Alvarez y Onas;15 Reg -;-31,325878;-64,268898
C0198;Piedra Labrada 7890;Arrayan y Huarpes;15 Reg -;-31,325812;-64,271165
C0200;Piedra Labrada 8096;Tipayante y Yupanqui;15 Reg -;-31,325652;-64,275336
C0202;Piedra Labrada 8250;Yupanqui y Vulcan;15 Reg -;-31,325647;-64,277734
C0204;Piedra Labrada 8386;Casuhati y San Pedro de Toyos;15 Reg -;-31,325523;-64,281467
C0206;Molleyaco 8333;San Pedro de Toyos y Payen;15 Reg -;-31,32457;-64,281698
C0208;Molleyaco 8103;Payen y Yupanqui;15 Reg -;-31,322875;-64,278257
C0210;Molleyaco 8011;Yupanqui y Pehuenches;15 Reg -;-31,3224;-64,277388
C0212;Molleyaco 7903;Pehuenches y Arrayan;15 Reg -;-31,321472;-64,275749
C0214;Molleyaco 7729;Niyeu y Donato Alvarez;11 Ida - 15 Reg -;-31,320139;-64,27312
C0216;Donato Alvarez 9351;Auquinco y Quilloamira;11 Reg - 15 Reg -;-31,317;-64,273946
C0218;Cruz Alta 8000;Donato Alvarez y Rincon de Luna;15 Reg -;-31,316276;-64,275228
C0220;Cruz Alta 8186;Curaco y Lighen;15 Reg -;-31,315602;-64,278957
C0222;Cruz Alta 8392;Chicalco y Linco;15 Reg -;-31,314704;-64,282626
C0224;Linco 9878;Boro y Quilca;15 Reg -;-31,312705;-64,282089
C0226;Linco 10000;Malten y Maloca;15 Reg -;-31,309878;-64,281167
C0228;Peron 68;Linco y Sin Datos;15 Reg -;-31,308658;-64,281446
C0230;Peron 180;Esquina Pucara;11 Reg - 15 Reg -;-31,307953;-64,284332
C0232;Peron 294;Esq. Auzzani;11 Reg - 15 Reg -;-31,307393;-64,286467
C0236;Ramos Mejia 2535;Fiambala y Andalgala;11 Reg -;-31,438678;-64,123421
C0238;Ramos Mejia 2400;Tinogasta y Talacasto;11 Reg -;-31,436621;-64,123461
C0240;Medrano 4950;Ramos Mejia y Mario Bravo;11 Reg -;-31,43541;-64,122906
C0242;Medrano 5083;Mario Bravo y Callao;11 Reg -;-31,435328;-64,120706
C0244;Cangallo 2211;Medrano y Serrezuela;11 Reg -;-31,43443;-64,119269
C0246;Cangallo 2012;Arroyo y Ariza;11 Reg -;-31,432304;-64,119298
C0248;Cangallo 1813;Rosales y Junin;11 Reg -;-31,430137;-64,11933
C0250;Junin 5004;Callao y Mario Bravo;11 Reg -;-31,429762;-64,12149
C0252;Junin 4850;Ramos Mejia y Pichanas;11 Reg -;-31,429755;-64,123834
C0254;Junin 4525;Emilio Salgari y Guandacol;11 Reg -;-31,429794;-64,126779
C0256;Guandacol 1915;Rosales y Las Arrias;11 Reg -;-31,430879;-64,127272
C0258;Tancacha 1894;Guandacol y Pascanas;11 Reg -;-31,431957;-64,127978
C0260;Pascanas 4123;Sacanta y Ucacha;11 Reg -;-31,43113;-64,129187
C0262;Pascanas 4000;Athos Pampa y Punilla;11 Reg -;-31,430043;-64,130268
C0264;Punilla 2078;Quilino y Cavalango;11 Reg -;-31,431032;-64,132422
C0266;Punilla 2217;Caucete y Sabattini;11 Reg -;-31,432229;-64,133932
C0268;Donato Alvarez 8546;Malalco y Sin Datos;11 Reg -;-31,325056;-64,268429
C0270;Donato Alvarez 8612;Malalco y Tipayante;11 Reg -;-31,323773;-64,269258
C0272;Chaquira 7673;Donato Alvarez y;11 Reg -;-31,321761;-64,269692
C0274;Chaquira 7515;Argentina y Alvarez Jonte;11 Reg -;-31,320492;-64,26708
C0276;Chaquira 7405;Alvarez Jonte y Tabacue;11 Reg -;-31,319571;-64,265315
C0278;Tabacue 8938;Vulcan y Casuhati;11 Reg -;-31,318154;-64,26598
C0280;Cauque 7300;Tabacue y Llancaquen;11 Reg -;-31,316395;-64,267294
C0282;Cauque 7400;Kawall y Matra;11 Reg -;-31,317153;-64,268756
C0284;Cauque 7500;Laques y Chacal;11 Reg -;-31,317889;-64,270288
C0286;Caligue 9228;Cuaque y Auquino;11 Reg -;-31,317676;-64,272142
C0288;Donato Alvarez 9595;Loncoche y Boro;11 Reg -;-31,314348;-64,275848
C0290;Donato Alvarez 9760;Yafu y Lancun;11 Reg -;-31,31221;-64,277326
C0292;Donato Alvarez 9960;Llancafu y Amazonas;11 Reg -;-31,310024;-64,278962
C0294;Peron 50;Esquina con Goycoechea;11 Reg -;-31,3085;-64,280287
C0296;Tulumba;Calle 1;14 Reg -;-31,442751;-64,111147
C0298;Tulumba;Manzana 15 Casa 12;14 Reg -;-31,443814;-64,111212
C0300;Tulumba;Manzana 24 Casa 8;14 Reg -;-31,445543;-64,111222
C0302;Tulumba;Manzana 29 Casa 10;14 Reg -;-31,446523;-64,111212
C0304;Zamudio;Manzana 31 Casa 1;14 Reg -;-31,446422;-64,109088
C0306;Zamudio;Manzana 26 Casa 3;14 Reg -;-31,445424;-64,109162
C0307;Zamudio;Manzana 21 Casa 1;14 Reg -;-31,444431;-64,109205
C0308;Tulumba 9999;Esquina Calingasta;14 Reg -;-31,441323;-64,111029
C0309;Zamudio;Manzana 11 Casa 1;14 Reg -;-31,443259;-64,109173
C0310;Calingasta;Calingasta y Publica;14 Reg -;-31,441012;-64,113904
C0311;Zamudio;Manzana 4;14 Reg -;-31,442064;-64,1092
C0312;Cangallo 2900;Ignacio Thames y Manuel Acevedo;14 Reg -;-31,442724;-64,118775
C0313;Calingasta 5311;Boero y Cangallo;14 Reg -;-31,440916;-64,117729
C0314;Cangallo 3250;Serrano y Antonio Sanchez;14 Reg -;-31,446907;-64,118732
C0315;Cangallo 3000;Cabrera y Dorrogueira;14 Reg -;-31,444477;-64,118764
C0316;Goycoechea 3370;Albornoz y Rodriguez del Busto;14 Reg -;-31,378316;-64,223113
C0317;Cangallo 3100;Malabria y Pacheco de Melo;14 Reg -;-31,445877;-64,11878
C0318;Rodriguez del Busto 2826;Goycoechea y Bacacay;14 Reg -;-31,375715;-64,222748
C0319;Sabattini 5161;Cangallo y Croacia;14 Reg -;-31,447484;-64,12062
C0320;Rodriguez del Busto 3068;Roberto Viola y Los Granaderos;14 Reg -;-31,372985;-64,222169
C0322;Rodriguez del Busto 3523;Los Granaderos y Dinosaurio Mall;14 Reg -;-31,371574;-64,221783
C0324;Rodriguez del Busto 3900;Frente Dinosaurio Mall;14 Reg -;-31,367507;-64,220903
C0326;La Cordillera 3500;Frente Orfeo;14 Reg -;-31,365565;-64,221547
C0328;La Cordillera 3850;Juan Cruz Varela y Bustamante;14 Reg -;-31,364191;-64,224701
C0330;La Cordillera 4046;Capdevila y Gavier;14 Reg -;-31,363018;-64,227469
C0332;La Cordillera 4294;Matel de los Rios y Obispo Mercadillo;14 Reg -;-31,361992;-64,229851
C0334;La Cordillera 4568;Pizarro y Buteler;14 Reg -;-31,361094;-64,231825
C0336;La Cordillera 4700;Manuel Lopez y Candonga;14 Reg -;-31,359921;-64,234657
C0338;La Cordillera 4822;Blanqui y El Gaucho;14 Reg -;-31,358877;-64,236996
C0340;Potel Junot 6184;Rafael Nuñez y Francisco de Olea;14 Reg - 17 Ida -;-31,350558;-64,246759
C0342;Potel Junot 6482;Belisario Caraffa y Aubone;14 Reg - 17 Ida -;-31,34813;-64,244603
C0344;Potel Junot 6582;Voglino y Carlos Claro;14 Reg - 17 Ida -;-31,346682;-64,243273
C0346;Potel Junot 6751;Oddone y Elkin;14 Reg - 17 Ida -;-31,34583;-64,242511
C0348;Potel Junot 6878;Elkin y Los Alemanes;14 Reg - 17 Ida -;-31,343686;-64,241867
C0350;Los Alemanes 5848;Lo Celso y Della Paolera;14 Reg - 17 Ida -;-31,343319;-64,242918
C0352;Los Alemanes 5978;Frente Plaza;14 Reg - 17 Ida -;-31,343319;-64,245257
C0354;J. Galvez 7340;Fte. Escuela;14 Reg - 17 Ida -;-31,337419;-64,245858
C0356;Riganti 7500;Esq. Fermin Martin;14 Reg - 17 Ida -;-31,335879;-64,246502
C0358;Fermin Martin 7700;Pasciuli y Fage;14 Reg - 17 Ida -;-31,333863;-64,24633
C0360;Fermin Martin 7880;Fage y Bejanele;14 Reg - 17 Ida -;-31,332168;-64,246287
C0362;Fermin Martin 8044;Bejanele y Cabalen;14 Reg - 17 Ida -;-31,330225;-64,246823
C0364;Cabalen 6370;Fermin Martin y Sesarego;14 Reg - 17 Ida -;-31,329308;-64,248261
C0366;Cabalen 6580;Esq. Tristany;14 Reg - 17 Ida -;-31,329363;-64,251759
C0368;Tristani 8180;Esq. Risetti;14 Reg - 17 Ida -;-31,328886;-64,252113
C0370;Tristani 8370;Esq. Bossola;14 Reg - 17 Ida -;-31,327934;-64,252108
C0372;Tristani 8500;Esq. Pizzolato;14 Reg - 17 Ida -;-31,326082;-64,252135
C0376;Pizzolatto 6762;Calviño y Sin Datos;14 Reg - 17 Ida -;-31,323361;-64,254195
C0378;Pizzolatto 6894;Esquina con Ortega;14 Reg - 17 Ida -;-31,322536;-64,256276
C0380;Ortega 8764;Roatta y Marimon;14 Reg - 17 Ida -;-31,321015;-64,25634
C0382;Revello 8814;Esq. Yaben;14 Reg -;-31,320639;-64,254977
C0384;Amuchastegui 8614;Frente a la Plaza;14 Reg -;-31,318123;-64,2562
C0386;Amuchastegui 8739;Ibaguren y Tomasini;14 Reg -;-31,316688;-64,257283
C0388;Peña 8790;Esquina con Borda;14 Reg -;-31,316175;-64,257583
C0390;Borda 9999;Esquina con Calle Publica;14 Reg -;-31,316862;-64,259428
C0392;Los Chañares 9999;Noguchi y Los Algarrobos;12 Ida -;-31,461917;-64,09721
C0394;Cno C. de los Remedios 6500;Los Chañares y Los Espinillos;17 Ida -;-31,459308;-64,098873
C0396;Los Algarrobos 6309;Los Chañares y Los Espinillos;12 Ida - 17 Ida -;-31,460059;-64,101126
C0398;Los Espinillos 5200;Esq. Los Talas;12 Ida -;-31,460407;-64,10501
C0400;Massetti 7964;Fage y Bejanele;12 Ida -;-31,330747;-64,262209
C0402;Massetti 8068;Bejanele y Cubillos;12 Ida -;-31,329391;-64,261592
C0404;Massetti 8194;Cubillos y Risatti;12 Ida -;-31,328291;-64,261034
C0406;Massetti 8342;Risatti y Chapisgasta;12 Ida -;-31,326476;-64,26009
C0408;Beta 7180;Chapisgasta y Tabacue;12 Ida -;-31,325578;-64,260347
C0410;Beta 7438;Artajoveitia y Miguel Marin;12 Ida -;-31,325642;-64,264145
C0412;Fangio 8480;Beta y Malalco;12 Ida -;-31,324432;-64,266248
C0414;Malalco 7365;Mancol y Matra;12 Ida -;-31,32368;-64,265218
C0416;Malalco 7221;Llancaquen y Tabacue;12 Ida -;-31,322635;-64,263351
C0418;Malalco 6863;Peñi y Pillahuenu;12 Ida -;-31,32192;-64,261828
C0420;Pizzolatto 7114;Malalco y Giannini;12 Ida -;-31,321315;-64,260197
C0422;Pizzolatto 7015;Giannini y Menditeguy;12 Ida -;-31,32181;-64,25862
C0424;Pizzolatto 6915;Menditeguy y Ortega;12 Ida -;-31,322433;-64,256549
C0426;Ortega 8764;Revello y Onofre Marimon;12 Ida -;-31,320941;-64,256319
C0427;Revello 8814;Marimon y Jaben;12 Ida -;-31,320508;-64,257689
C0428;Ornstein 8726;Sin Datos y Ibarguren;12 Ida -;-31,319246;-64,259162
C0430;Borda 9999;Final;12 Ida -;-31,317596;-64,260213
C0432;Franck 5350;Luis Broglie y R. Milikan;17 Ida -;-31,462905;-64,082225
C0434;Michelson 7511;Barkla y Guillaume;17 Ida -;-31,462177;-64,083268
C0436;Michelson 7610;Compton y Bragg;17 Ida -;-31,462134;-64,084446
C0438;Bragg 5141;Laure y Capilla de Los Remedios;17 Ida -;-31,460695;-64,08492
C0440;Cno C. de los Remedios 9999;Frente Refineria;17 Ida -;-31,458595;-64,085237
C0442;Cno C. de los Remedios 7000;Watt y Mendez;17 Ida -;-31,458295;-64,091038
C0444;Cno C. de los Remedios 6900;Lavoisier y Hertz;17 Ida -;-31,458228;-64,092018
C0446;Cno C. de los Remedios 6800;La Lacteo;17 Ida -;-31,458274;-64,093557
C0447;Cno C. de los Remedios 6700;Esq. Santa Barbara;17 Ida -;-31,458331;-64,095346
C0448;Vermouth 4897;Godoy y Lavaysse;17 Ida -;-31,458759;-64,101759
C0450;Vermouth 4703;Gianantonio y Agustin Delgado;17 Ida -;-31,456073;-64,101824
C0452;Baravalle 6055;Vermouth y Marzano;17 Ida -;-31,455147;-64,103449
C0454;Marzano 4750;Baravalle Fte Escuela;17 Ida -;-31,452872;-64,103833
C0456;Publica Cuidad Evita 9999;Frente Manzana 26 Casa 1;17 Ida -;-31,449868;-64,108095
C0458;Publica Cuidad Evita 9999;Esq. Comisaria;17 Ida -;-31,449799;-64,109902
C0460;Publica Cuidad Evita 9999;Esq. Manzana 61 Casa 10;17 Ida -;-31,449763;-64,112343
C0468;Huergo 4403;Gorostiaga y Manuel Leiva;17 Ida -;-31,452252;-64,111817
C0469;Huergo 4757;Delgado y Sabattini;17 Ida -;-31,455982;-64,111866
C0470;Leiva 5536;Luciano Torrent y Martin Zapata;17 Ida -;-31,452879;-64,110063
C0471;Leiva 5436;Huergo y Segui;17 Ida -;-31,452742;-64,111603
C0472;Zapata 4644;Juan Llerena y Agustin Delgado;17 Ida -;-31,454911;-64,109924
C0474;Doering 6193;Frente a plaza de la Madre;17 Ida -;-31,342633;-64,248594
C0476;Doering 6329;Pompeya Moneta y Bv. Alemanes;17 Ida -;-31,342202;-64,249694
C0478;Tamburini 6900;Doering y Junas Larguia;17 Ida -;-31,341405;-64,251013
C0480;Tamburini 7080;Esquina con Larguia;17 Ida -;-31,339682;-64,250262
C0482;Larguia 6365;Esquina con Pompeyo Moneta;17 Ida -;-31,338876;-64,24772
C0484;Taravella 6907;Esquina con Toledo;14 Ida -;-31,341991;-64,243278
C0488;Toledo 7036;Esquina con S. Funes;14 Reg -;-31,340735;-64,243798
C0490;Taravella 6825;Esq Los Alemanes;14 Ida -;-31,33949;-64,244871
C0518;Laplace 5800;Blas Pascal y Mariotte;13 Ida - 19 Ida -;-31,358035;-64,241867
C0520;Laplace 5519;Mariotte y Gaty Lussac;13 Ida - 19 Ida -;-31,359354;-64,244764
C0522;Laplace 5355;Jose Luis Lagrange y Dalembert;13 Ida - 19 Ida -;-31,361177;-64,248723
C0524;Laplace 5245;Dalembert y Olmos;13 Ida - 19 Ida -;-31,362164;-64,2508
C0526;Gauss 5290;Olmos y Dalembert;13 Ida - 19 Ida -;-31,36136;-64,252878
