Code;Calle;Entre Calle;Lineas;Latitud;Longitud
C3430;Rosario de Santa Fe 1892;Manuel Rio y Pedro Savid;61 Reg -;-31,414281;-64,158317
C3432;Rosario de Santa Fe 1994;Pichincha y Patria;61 Reg -;-31,413512;-64,156729
C3434;Rosario de Santa Fe 2100;Bio-Bio y Sandino;61 Reg -;-31,413054;-64,155034
C3436;Sandino 189;Germania y Panama;61 Reg -;-31,41483;-64,154283
C3438;Panama 2180;Burges y Remedios de Escalada;61 Reg -;-31,414738;-64,152845
C3440;Panama 2374;Yatasto y Juan Roque;61 Reg -;-31,414225;-64,151214
C3442;Panama 2547;Bailen y Loreto;61 Reg -;-31,413868;-64,149728
C3444;Panama 2780;Caroya y Los Mártires;61 Reg - 64 Reg -;-31,413584;-64,148553
C3446;Panama 2885;Caroya y Jesus Maria;61 Reg - 64 Reg -;-31,412925;-64,147416
C3448;Sierras Chicas 9999;Esq. Costa Rica;61 Reg - 64 Reg -;-31,413644;-64,145769
C3450;Diamante 3841;Luis Pasteur y Graham Bell;64 Reg -;-31,440619;-64,238863
C3452;Diamante 4141;Maria Courie y Fournier;64 Reg -;-31,440651;-64,241636
C3454;Fournier 2700;Antartida y Octaviano Navarro;64 Reg -;-31,439351;-64,24176
C3456;Fournier 2514;Esmeralda y Reconquista;64 Reg -;-31,437927;-64,241685
C3458;Reconquista 3976;Maria Courie y Luis Pasteur;64 Reg -;-31,437744;-64,240129
C3460;Reconquista 3777;Graham Bell y Varela Ortiz;64 Reg -;-31,437698;-64,238445
C3462;Reconquista 3643;Diaz de la Fuente y Fleming;64 Reg -;-31,437694;-64,235998
C3464;Aaron Castellanos 2413;Reconquista y Lagunilla;64 Reg -;-31,437145;-64,234539
C3466;Lagunilla 3300;Talma y Houssay;64 Reg -;-31,436875;-64,232512
C3468;La Paz 2446;Lagunilla y Reconquista;64 Reg -;-31,43757;-64,228703
C3472;La Paz 2740;Navarro y Antártida;64 Reg -;-31,440179;-64,228553
C3473;Antartida 2900;Gordon y Leon Pinelo;64 Reg -;-31,440325;-64,227196
C3474;Antartida 2663;Lafore y Padre Lozano;64 Reg -;-31,440271;-64,223494
C3475;Padre Lozano 2415;Navarro y Lagunilla;64 Reg -;-31,437785;-64,223312
C3476;Lagunilla 2512;Echevarria y Olegario Correa;64 Reg -;-31,436989;-64,221697
C3478;Lagunilla 2300;Cerro Morro y Cumbres Negras;64 Reg -;-31,436911;-64,218886
C3480;Lagunilla 2100;Cumbres Negras y Aconquija;64 Reg -;-31,43693;-64,216794
C3482;Cerro Conico 2047;Aconquija y Campanario;64 Reg -;-31,438531;-64,216547
C3484;Tronador 2438;Cerro Conico y Monte Bonete;64 Reg -;-31,437927;-64,215131
C3486;Tronador 2286;Monte Bonete y Agua Nueva;64 Reg -;-31,435543;-64,215125
C3492;Tronador 1809;Champaqui y Tupungato;64 Reg -;-31,431538;-64,216279
C3494;24 de Setiembre 1594;Roma y Roman Deheza;64 Reg - 66 Ida - 68 Reg -;-31,412888;-64,162849
C3496;24 de Setiembre 1796;Martin de Guemes y Lamadrid;64 Reg - 68 Reg -;-31,412265;-64,160435
C3498;24 de Setiembre 2080;Bio Bio y Eufrasio Loza;64 Reg - 68 Reg -;-31,411103;-64,155918
C3500;24 de Setiembre 2150;Eufrasio Loza y Camacua;64 Reg -;-31,410842;-64,155162
C3502;Garibaldi 400;Jose Veron y Catamarca;64 Reg -;-31,408827;-64,155065
C3504;Garibaldi 600;Sarmiento y Oncativo;64 Reg -;-31,406955;-64,155757
C3506;Oncativo 2396;Ucrania y Gavilan;64 Reg -;-31,406071;-64,154094
C3508;Acoyte 505;Oncativo y Sarmiento;64 Reg -;-31,406075;-64,153032
C3510;Acoyte 374;Catamarca y Lima;64 Reg -;-31,407824;-64,152421
C3512;Acoyte 215;Lima y 24 de Setiembre;64 Reg -;-31,409262;-64,151847
C3514;Castañares 112;24 de Setiembre y 25 de Mayo;64 Reg -;-31,410196;-64,149588
C3516;Los Martires 100;Rosario de Santa Fe y Panama;64 Reg -;-31,41243;-64,148778
C3518;Williams 4435;Aviador Abel y Aviador Richardson;62 Reg -;-31,426319;-64,245504
C3520;Williams 4325;Aviador Camilotti y Acuña;62 Reg -;-31,426329;-64,243112
C3522;Williams 4211;Ruiz de Guzman y Roque Arias;62 Reg -;-31,426356;-64,241492
C3524;Williams 4026;Fournier y Maria Curie;62 Reg - 67 Reg -;-31,42664;-64,239399
C3526;Williams 3824;Pasteur y Graham Bell;62 Reg -;-31,426979;-64,237522
C3528;Graham Bell 1579;Arenales Uriburu y De Chavez;62 Reg -;-31,426777;-64,236685
C3530;Alcorta 3800;Graham Bell y Iseas;62 Reg -;-31,424681;-64,237436
C3532;Iseas 1470;Rodrigo Pereyra y Jacobo Wolff;62 Reg - 67 Reg -;-31,424012;-64,23705
C3534;Iseas 1403;Luis de Hoyos y Luis Agote;62 Reg - 67 Reg -;-31,423083;-64,23595
C3536;Luis Agote 3625;Warnes y Felix Paz;62 Reg -;-31,423152;-64,234078
C3538;Luis Agote 3400;Luis Gaona y Miguel Carcano;62 Reg -;-31,423445;-64,232479
C3540;Luis Agote 3253;Los Platanos y Maldonado;62 Reg -;-31,423788;-64,230543
C3542;Luis Agote 3061;Maestro Vidal y Schubert;62 Reg -;-31,424241;-64,22793
C3544;Luis Agote 2878;Leon Pinelo y Constantino Gaito;62 Reg -;-31,424699;-64,225683
C3546;Luis Agote 2774;Chazarreta y Brown;62 Reg -;-31,425029;-64,224004
C3548;Luis Agote 2600;Padre Lozano y Gilardo Gilardi;62 Reg -;-31,425491;-64,221745
C3550;Luis Agote 2451;Olegario Correa y Pedro Goyena;62 Reg -;-31,425907;-64,219583
C3552;Luis Agote 2305;Punta Lara y Sipe Sipe;62 Reg -;-31,426402;-64,217287
C3554;Luis Agote 2123;Haedo y Ocaña;62 Reg -;-31,426521;-64,21629
C3556;Luis Agote 1831;Ingeniero Lopez y Sol de Mayo;62 Reg -;-31,42702;-64,213736
C3560;Rio Negro 1365;Luis Agote y Luis Dellepiane;62 Reg -;-31,427107;-64,210163
C3562;Padre Luis Monti 1738;Nores y Janer;62 Reg -;-31,400242;-64,166282
C3564;Padre Luis Monti 1914;Mejico y Patria;62 Reg -;-31,399217;-64,162796
C3566;Padre Luis Monti 2198;Eufrasio Loza y Garibaldi;62 Reg -;-31,398269;-64,159942
C3568;Padre Luis Monti 4582;Altolaguirre y Alsina;62 Reg - 65 Reg -;-31,392975;-64,133554
C3570;Padre Luis Monti 4784;Chachapoyas y Montemayor;62 Reg -;-31,392989;-64,132261
C3572;Padre Luis Monti 4994;Ramon de Clairac y Elizalde y Ustrariz;62 Reg -;-31,392916;-64,130362
C3574;Padre Luis Monti 5078;Allende y Condarco;62 Reg -;-31,392907;-64,129182
C3576;Condarco 1498;Padre Luis Monti y Suipacha;62 Reg -;-31,391579;-64,128785
C3578;Condarco 1586;Suipacha y Nuñez;62 Reg -;-31,390287;-64,128753
C3580;Condarco 1698;Nuñez y Bulnes;62 Reg -;-31,388708;-64,128785
C3582;Bulnes 4700;Mesa y Castro y Montemayor;62 Reg -;-31,388886;-64,131961
C3584;Echauri 3354;Mesa y Castro y Clariac;66 Ida -;-31,386491;-64,130658
C3586;Malvinas 3500;Frente Shell;62 Reg - 66 Ida -;-31,387741;-64,129364
C3588;Urien 1791;Bulnes y Alcaraz;62 Reg -;-31,387448;-64,124413
C3590;Urien 1673;Sayos y Anchoris;62 Reg -;-31,388712;-64,124579
C3592;Urien 1527;Carbajal y Suipacha;62 Reg -;-31,390599;-64,124944
C3600;Astori 1603;Suipacha y Anchoris;62 Reg -;-31,390168;-64,122348
C3602;Astori 1674;Anchoris y Alcaraz;62 Reg -;-31,387645;-64,122021
C3604;Astori 1794;Alcaraz y Bulnes;62 Reg -;-31,38634;-64,121082
C3608;Bulnes 5800;Astori y Machoni;62 Reg -;-31,385827;-64,11877
C3610;Machoni 1700;Alonso Nieto Herrera y Alcaraz;62 Reg -;-31,388062;-64,118711
C3612;Alcaraz 5896;Lorenzo Rillos y Ladislao Orosz;62 Reg -;-31,388758;-64,117756
C3614;Alcaraz 5994;Blas Varela y Francisco Charlevoix;62 Reg -;-31,388982;-64,116029
C3616;Alcaraz 9999;Esquina con Mercado;62 Reg -;-31,39059;-64,112102
C3618;Publica de Zepa B 9999;Frente Manzana 7;62 Reg -;-31,389573;-64,111683
C3620;Publica de Zepa B 9999;Frente Manzana 8;62 Reg -;-31,389733;-64,110273
C3622;Publica de Zepa B 9999;Frente Manzana 2;62 Reg -;-31,390077;-64,104136
C3624;Publica de Zepa B 9999;Frente Manzana 6;62 Reg -;-31,389692;-64,102055
C3626;24 de Setiembre 1746;Lamadrid y Güemes;66 Ida -;-31,411945;-64,159126
C3628;Patria 932;Armenia y Garay;66 Ida -;-31,403603;-64,159974
C3630;Patria 1196;Buchardo y Charcas;66 Ida -;-31,401186;-64,1608
C3632;Patria 1526;Suipacha y Bulnes;66 Ida -;-31,397266;-64,161916
C3634;Correa de Saa 1750;Corera de Lemos y Ortiz Montiel;66 Ida -;-31,388364;-64,138602
C3636;Correa de Saa 1900;Ortiz Montiel y Domingo Echauri;66 Ida -;-31,386844;-64,138581
C3638;Homero 1996;Echauri y Nicolas Isasmendi;66 Ida -;-31,385662;-64,137186
C3640;Homero 2094;Nicolas Isasmendi y Villacorta y Ocaña;66 Ida -;-31,384719;-64,137218
C3642;Villacorta y Ocaña 2700;Heroes de Vilcapugio y Wilson;66 Ida -;-31,384545;-64,136156
C3644;Echauri 3232;Chachapoyas y Montemayor;66 Ida -;-31,386532;-64,132208
C3648;Malvinas 3469;Anterior a Circunvalacion;66 Ida -;-31,387943;-64,130287
C3650;Malvinas 9999;Frente Sancor;66 Ida -;-31,386638;-64,124022
C3652;Malvinas Km 4,3;Campo de Deportes;66 Ida -;-31,386221;-64,12238
C3654;Malvinas 9999;Frente La Virginia;66 Ida -;-31,385104;-64,117627
C3656;Malvinas 9999;Pasando Calle Las Quintas;66 Ida -;-31,383963;-64,112982
C3658;Camino Montecristo 9999;Pasando Puesto de Masa;66 Ida -;-31,382044;-64,104447
C3660;Camino Montecristo 9999;Frente Fabricas Retenes;66 Ida -;-31,381238;-64,101437
C3662;Camino Montecristo 9999;Km 6;66 Ida -;-31,380258;-64,097092
C3664;Camino Montecristo Km 6,5;Frente Capilla;66 Ida -;-31,379809;-64,095054
C3666;Camino Montecristo Km 7,5;Barrio 1º de Julio;66 Ida -;-31,379068;-64,091663
C3668;Camino Montecristo Km 8;Kilometro 8;66 Ida -;-31,376768;-64,081771
C3670;Camino Montecristo 9999;Frente Estación Abandonada;66 Ida -;-31,374927;-64,073972
C3672;Camino Montecristo 9395;;66 Ida -;-31,373269;-64,066901
C3674;Camino Montecristo 9999;Frente Bº Arenales;66 Ida -;-31,372069;-64,061655
C3676;Lateral Esc.Aviacion 9999;Llegando a la Escuela de Aviación;67 Reg -;-31,440866;-64,269751
C3678;Lateral Esc.Aviacion 9999;Frente a la Escuela de Aviación;67 Reg -;-31,440097;-64,270728
C3680;Lateral Esc.Aviacion 9999;Llegando a la Escuela de Aviación;67 Reg -;-31,43963;-64,27134
C3686;Calle 51 9999;Frente Centro Civico;67 Reg -;-31,440316;-64,270701
C3688;Calle 51 9999;Esquina con 4;67 Reg -;-31,432801;-64,271017
C3690;Calle 4 9999;Esquina con 53;67 Reg -;-31,431277;-64,270476
C3692;Calle 53 9999;Esquina con Rio Yuspe;67 Reg -;-31,430824;-64,268909
C3694;Rio Yuspe 1671;Aviador Almonacid y Candelaria ;67 Reg -;-31,428773;-64,268281
C3696;Rio Yuspe 1613;Esquina con Recalde;67 Reg -;-31,426896;-64,268184
C3698;Recalde 6229;Asia y Arauco;67 Reg -;-31,426709;-64,265819
C3700;Alto Alegre 1604;Recalde y Aviador Almonacid;67 Reg -;-31,426731;-64,264065
C3702;Alto Alegre 1696;Aviador Almonacid y Candelaria;67 Reg -;-31,428855;-64,263818
C3704;Fuerza Aerea 6000;Frente Lockheed Martin;67 Reg -;-31,433662;-64,263958
C3706;Fuerza Aerea 5200;Frente Salida Escuela de Suboficiales;67 Reg -;-31,433378;-64,25648
C3708;Fuerza Aerea 4927;Circunvalacion y Aviador Locatelli;67 Reg -;-31,43303;-64,250734
C3710;Fuerza Aerea 4700;Aviador Mira y Aviador Petirossi;67 Reg -;-31,43287;-64,248412
C3712;Agustin Roque Arias 1808;Aviador Zanni y Camilo Isleño;67 Reg -;-31,430622;-64,242157
C3714;Agustin Roque Arias 1715;Gonzalez Albarracin y Felix de Zuñiga;67 Reg -;-31,428718;-64,241492
C3716;Agustin Roque Arias 1631;Aviador Almonacid y Williams;67 Reg -;-31,42653;-64,241009
C3720;Iseas 1529;Jose Manuel Fierro y Alberto Alcorta;67 Reg -;-31,424928;-64,238176
C3722;Warnes 1388;Nicolas Descalzi y Pascual de Rogatis;67 Reg -;-31,42258;-64,234539
C3726;Gurruchaga 1250;Rogatis y Verdi;67 Reg -;-31,420716;-64,234244
C3727;Gurruchaga 1155;Verdi y Albeniz;67 Reg -;-31,419119;-64,233879
C3730;Albeniz 3617;Warnes y Felix Paz;67 Reg -;-31,418908;-64,232785
C3732;Albeniz 3300;Miguel Carcano y Los Platanos;67 Reg -;-31,419197;-64,230505
C3734;Los Platanos 1228;Albeniz y Verdi;67 Reg -;-31,420433;-64,230221
C3736;Verdi 3201;Maldonado y Comechingones;67 Reg -;-31,421252;-64,228848
C3738;Verdi 3075;Maestro Vidal y Schubert;67 Reg -;-31,421229;-64,22763
C3740;Verdi 2907;Enrique Granados y Leon Pinelo;67 Reg -;-31,421614;-64,225506
C3742;Verdi 2805;Leon Pinelo y Espora;67 Reg -;-31,422016;-64,223435
C3744;Ceballos 2750;Espora y Alte. Brown;67 Reg -;-31,422854;-64,22314
C3746;Pascual de Rogatis 2651;Blamey Lafore y Padre Lozano;67 Reg -;-31,423628;-64,221842
C3748;Girardo Gilardi 1206;Pascual de Rogatis y Julian Aguirre;67 Reg -;-31,422483;-64,220313
C3750;Girardo Gilardi 1115;Julian Aguirre y Peredo;67 Reg -;-31,420396;-64,219836
C3752;Peredo 2465;Olegario Correa y Pedro Goyena;67 Reg -;-31,42057;-64,218521
C3754;Peredo 2311;Punta Lara y SipeSipe;67 Reg -;-31,421092;-64,215828
C3756;Peredo 2108;Ocaña e Ingeniero Lopez;67 Reg -;-31,421563;-64,213409
C3758;Peredo 1911;Ingeniero Lopez y Sol de Mayo;67 Reg -;-31,421733;-64,212454
C3760;Peredo 1600;Miguel Urrutia y Rio Negro;67 Reg -;-31,422273;-64,209616
C3764;Bajada de Piedras 9999;Victor Manuel III y Cervin;68 Reg -;-31,405361;-64,142722
C3766;Cno. Chacra de la Merces 9999;;68 Reg -;-31,404107;-64,140512
C3768;Cno. Chacra de la Merces 9999;;68 Reg -;-31,403237;-64,13799
C3770;Cno. Chacra de la Merces 9999;;68 Reg -;-31,403356;-64,135587
C3772;Cno. Chacra de la Merces 9999;;68 Reg -;-31,40364;-64,132197
C3774;Cno. Chacra de la Merces 9999;;68 Reg -;-31,403191;-64,12797
C3776;Cno. Chacra de la Merces 9999;;68 Reg -;-31,402394;-64,122627
C3778;Cno. Chacra de la Merces 9999;;68 Reg -;-31,402055;-64,106019
C3780;Cno. Chacra de la Merces 9999;;68 Reg -;-31,403521;-64,089775
C3782;Chacra de la Merced 9999;Las Casonas;68 Reg -;-31,418643;-64,059391
C3784;Av. San Martin 9999;;68 Reg -;-31,408676;-64,066574
C3786;Av. San Martin 9999;;68 Reg -;-31,406286;-64,06527
C3788;Av. San Martin 9999;;68 Reg -;-31,403255;-64,06364
C3790;Av. San Martin 9999;;68 Reg -;-31,397577;-64,060346
C3792;Av. San Martin 9999;;68 Reg -;-31,392907;-64,05834
C3794;Av. San Martin 9999;;68 Reg -;-31,390672;-64,05775
C3796;Capdevila 5500;Circunvalacion y Al Gateado;B60 Reg -;-31,376246;-64,125824
C3798;Al Gateado 9999;Capdevilla y De Las Cortaderas;B60 Reg -;-31,373691;-64,123807
C3800;De Las Cortaderas 320;Al Gateado y Las Toscas;B60 Reg -;-31,368955;-64,12091
C3802;De Las Cortaderas 892;Special Gas;B60 Reg -;-31,368836;-64,116715
C3804;Las Toscas 9999;De Las Cortaderas y De La Pulperia;B60 Reg -;-31,36639;-64,115331
C3806;Las Toscas 9999;De Las Cortaderas y De La Pulperia;B60 Reg -;-31,360746;-64,115245
C3808;De La Pulperia 270;Las Toscas y Las Quintas;B60 Reg -;-31,359464;-64,114516
C3810;De La Pulperia 9999;Club Esquiu;B60 Reg -;-31,359427;-64,107853
C3812;Las Quintas 750;De la Pulperia y Santa Rosa;B60 Reg -;-31,355964;-64,105611
C3814;Santa Rosa 368;;B60 Reg -;-31,353014;-64,10059
C3816;Santa Rosa 544;Total Gas;B60 Reg -;-31,349862;-64,095225
C3818;Santa Rosa 840;Carniceria;B60 Reg -;-31,344227;-64,086084
C3820;Santa Rosa 520;;B60 Reg -;-31,339764;-64,08205
C3822;Santa Rosa 1104;Special Gas;B60 Reg -;-31,336319;-64,078853
C3824;Santa Rosa 1110;El Quebrachal;B60 Reg -;-31,338197;-64,072856
C3826;Santa Rosa 1214;Gas IPF;B60 Reg -;-31,333533;-64,070946
C3828;Henderson 6551;Totoral y Olta;B61 Reg -;-31,452966;-64,268979
C3830;Donosa 6481;Esq. Telen;B61 Reg -;-31,452774;-64,264773
C3832;Donosa 6343;Esq. Conlara;B61 Reg -;-31,452472;-64,257048
C3834;Alsina 1488;P. L. Monti y Suipacha;65 Reg -;-31,391977;-64,133447
C3835;Donosa 6200;Esq. Cabo Vírgenes;B61 Reg -;-31,452792;-64,265535
C3836;Alsina 1590;Suipacha y Nuñez;65 Reg -;-31,389536;-64,133484
C3837;Donosa 6011;Esq. Bahia de San Julian;B61 Reg -;-31,452728;-64,263362
C3838;Donosa 5800;Esq. Calalao;B61 Reg -;-31,45265;-64,261522
C3840;Donosa 5519;Esq. V. Ballester;B61 Reg -;-31,45255;-64,257756
C3842;Donosa 5319;Esq. Ciudad de Nieva;B61 Reg -;-31,452495;-64,255492
C3844;Donosa 9999;Antes de Circunvalacion;B61 Reg -;-31,452371;-64,253491
C3846;Rotonda Plaza;Cura Brochero;B61 Reg -;-31,452518;-64,259079
C4000;Avellaneda 347;La Rioja y Santa Rosa;10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida -;-31,408081;-64,194875
C4002;Avellaneda 347;La Rioja y Santa Rosa;13 Reg - 17 Reg - 19 Reg -;-31,408438;-64,194725
C4004;Colon 833;Avellaneda y Urquiza;60 Reg - 62 Reg -;-31,410306;-64,194607
C4006;Colon 731;Urquiza y Fragueiro;10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida -;-31,410672;-64,193265
C4008;Colon 731;Urquiza y Fragueiro;13 Reg - 17 Reg - 19 Reg -;-31,410736;-64,193094
C4010;Colon 521;Cañada y Jujuy;60 Reg - 62 Reg -;-31,411446;-64,190524
C4012;Colon 457;Jujuy y Sucre;10 Reg - 11 Ida - 12 Reg - 14 Ida - 15 Ida -;-31,411881;-64,189146
C4014;Colon 457;Jujuy y Sucre;13 Reg - 17 Reg - 19 Reg -;-31,411954;-64,18891
C4016;Colon 111;Gral. Paz y Rivera Indarte;61 Reg - 64 Reg - 68 Reg - 15 Ida - 16 Ida -;-31,413039;-64,185219
C4018;Colon 59;Rivera Indarte y San Martin;60 Reg - 62 Reg - 63 Reg - 66 Ida -;-31,413511;-64,183642
C4020;Olmos 230;Alvear y Maipu;63 Reg - 66 Ida - 68 Reg - 15 Ida - 16 Ida -;-31,414692;-64,179811
C4022;Olmos 246;Alvear y Maipu;60 Reg - 61 Reg - 62 Reg - 64 Reg -;-31,414774;-64,179554
C4024;Olmos 478;Salta y Santiago del Estero;61 Reg - 64 Reg - 15 Ida - 16 Ida -;-31,415479;-64,177194
C4026;Olmos 478;Salta y Santiago del Estero;60 Reg - 62 Reg - 63 Reg - 65 Reg - 66 Ida - 68 Reg -;-31,415543;-64,176979
C4028;Gral. Paz 527;Pasando Plazoleta;18 Reg -;-31,40879;-64,184049
C4030;Gral. Paz 339;La Rioja y Santa Rosa;61 Ida - 63 Ida - 65 Ida - 66 Reg - 18 Reg -;-31,411304;-64,185069
C4032;Gral. Paz 79;9 de Julio y Dean Funes;61 Ida - 63 Ida - 65 Ida - 66 Reg -;-31,414353;-64,186356
C4034;Gral. Paz 33;9 de Julio y Dean Funes;10 Reg - 12 Reg -;-31,41433;-64,18634
C4036;Gral. Paz 30;9 de Julio y Dean Funes;13 Reg - 18 Reg - 19 Reg -;-31,414948;-64,186592
C4038;Gral. Paz 7;9 de Julio y Dean Funes;11 Ida - 14 Ida - 17 Reg -;-31,415035;-64,186656
C4040;Velez Sarsfield 254;Caseros y Duarte Quiros;10 Reg - 11 Ida - 12 Reg - 14 Ida -;-31,417704;-64,187815
C4042;Velez Sarsfield 340;Duarte Quiros y San Juan;61 Ida - 63 Ida - 65 Ida -;-31,419105;-64,188384
C4044;Velez Sarsfield 664;San Luis y Laprida;61 Ida - 63 Ida - 65 Ida -;-31,422786;-64,189918
C4046;Velez Sarsfield 984;Fructuoso Rivera y Pueyrredon;63 Ida -;-31,426292;-64,191377
C4048;San Jeronimo 511;Parana y Obispo Salguero;10 Ida - 11 Reg - 12 Ida - 14 Reg - 17 Ida -;-31,418785;-64,178942
C4050;San Jeronimo 415;Paraná y Ob. Salguero;60 Ida - 62 Ida - 64 Ida - 15 Reg - 16 Reg -;-31,418656;-64,179286
C4052;27 de Abril 20;Independencia y Obispo Trejo;13 Ida - 14 Reg - 18 Ida - 19 Ida -;-31,416894;-64,185315
C4054;27 de Abril 40;Frente Catedral;11 Reg - 15 Reg - 16 Reg - 17 Ida -;-31,417017;-64,18479
C4056;27 de Abril 114;Ob. Trejo y Velez Sarsfield;60 Ida - 67 Ida -;-31,416523;-64,186506
C4058;27 de Abril 326;Belgrano y Ayacucho;60 Ida - 64 Ida -;-31,41569;-64,189371
C4060;27 de Abril 340;Belgrano y Ayacucho;62 Ida - 67 Ida -;-31,415772;-64,189231
C4062;27 de Abril 354;Belgrano y Ayacucho;10 Ida - 11 Reg - 12 Ida - 15 Reg -;-31,415653;-64,189602
C4064;27 de Abril 370;Belgrano y Ayacucho;13 Ida - 14 Reg - 17 Ida - 18 Ida - 19 Ida -;-31,41563;-64,189677
C4066;27 de Abril 772;Corro y Artigas;60 Ida - 62 Ida - 67 Ida -;-31,41417;-64,194553
C4068;27 de Abril 1018;Mariano Moreno y Paso de los Andes;60 Ida - 62 Ida - 67 Ida -;-31,413392;-64,197246
C4070;Hipolito Irigoyen 57;San Juan y Montevideo;66 Reg - 67 Reg - 13 Reg - 16 Reg - 18 Reg - 19 Reg -;-31,421128;-64,188362
C4072;Hipolito Irigoyen 386;Buenos Aires y Derqui;66 Reg - 67 Reg - 13 Reg - 16 Reg - 18 Reg - 19 Reg -;-31,425894;-64,18612
C4074;Hipolito Irigoyen 552;Ituzaingo y Larrañaga;66 Reg - 67 Reg - 13 Reg - 16 Reg - 18 Reg - 19 Reg -;-31,427448;-64,185431
C4076;Hipolito Irigoyen 660;Ambrosio Olmos y Crisol;66 Reg - 67 Reg - 13 Reg - 16 Reg - 18 Reg - 19 Reg -;-31,429896;-64,184468
C4078;Hipolito Irigoyen 660;Carlos Thays y Plaza España;65 Reg - 67 Ida - 13 Ida - 18 Ida - 19 Ida -;-31,429858;-64,183918
C4080;Hipolito Irigoyen 750;Chile y Bolivia;66 Reg - 67 Reg - 13 Reg - 16 Reg - 18 Reg - 19 Reg -;-31,431419;-64,184425
C4082;San Juan 21;Obispo Treje e Independencia;10 Reg - 11 Ida - 12 Reg -;-31,42079;-64,186893
C4084;Illia 270;Ituzaingo y Chacabuco;10 Reg - 11 Ida - 12 Reg -;-31,421941;-64,182456
C4086;Illia 554;Balcarce y Transito Caceres;10 Reg - 11 Ida - 12 Reg - 14 Ida - 17 Reg -;-31,422983;-64,178283
C4088;Illia 619;Transito Caceres de Allende y Balcarce;10 Ida - 11 Reg - 12 Ida - 14 Reg - 17 Ida -;-31,422978;-64,177253
C4090;Sarmiento 331;Pje Scabuzzo y Maipu;61 Ida - 63 Ida - 65 Ida - 66 Reg - 68 Ida -;-31,411542;-64,177237
C4092;Sarmiento 25;Cortada de Israel y San Martin;61 Ida - 63 Ida - 65 Ida - 66 Reg - 68 Ida -;-31,410329;-64,181024
C4094;Humberto Primo 756;Fragueiro y Urquiza;10 Ida - 11 Reg - 12 Ida - 14 Reg - 15 Reg - 17 Ida -;-31,407129;-64,192016
C4096;Humberto Primo 850;Urquiza y Avellaneda;13 Ida - 19 Ida -;-31,40679;-64,193158
C4098;M.T. de Alvear 175;27 de Abril y Caseros;64 Ida -;-31,415873;-64,190658
C4100;San Juan 55;Ob. Trejo e Independencia;14 Ida - 17 Reg -;-31,420767;-64,186871
C4102;M.T. de Alvear 470;San Juan y Montevideo;64 Ida -;-31,420662;-64,190627
C4104;M.T. de Alvear 628;San Luis y Ayacucho;64 Ida -;-31,422016;-64,192541
C4106;M.T. de Alvear 846;Achaval Rodriguez y Fructuoso Rivera;61 Ida - 64 Ida - 65 Ida -;-31,424635;-64,193888
C4108;Jujuy 29;Dean Funes y 9 de Julio;18 Ida -;-31,413474;-64,190503
C4110;Jujuy  334;Santa Rosa y Rioja;18 Ida -;-31,40961;-64,189041
C4112;Jujuy  570;Hombuerto 1º y Mestre;18 Ida -;-31,40744;-64,188159
C4114;Corro 73;27 de Abril y Dean Funes;13 Ida - 14 Reg - 17 Ida - 19 Ida -;-31,413982;-64,193759
C4116;Corro 37;27 de Abril y Dean Funes;10 Ida - 11 Reg - 12 Ida - 15 Reg -;-31,413534;-64,193577
C4118;Fragueiro 260;Colon y Santa Rosa;10 Ida - 11 Reg - 12 Ida - 15 Reg -;-31,4104;-64,192461
C4120;Fragueiro 329;Santa Rosa y La Rioja;13 Ida - 14 Reg - 17 Ida - 19 Ida -;-31,408983;-64,191957
C4122;Chacabuco 835;Plaza España y Derqui;67 Ida - 13 Ida - 18 Ida - 19 Ida -;-31,426942;-64,1842
C4124;Chacabuco 775;Derqui y Obispo Oro;65 Reg -;-31,42583;-64,183636
C4126;Chacabuco 550;San Lorenzo y Rondeau;67 Ida - 13 Ida - 18 Ida - 19 Ida -;-31,424205;-64,18303
C4128;Chacabuco 551;San Lorenzo y Rondeau;65 Reg -;-31,423802;-64,182816
C4130;Chacabuco 319;Illia y Corrientes;65 Reg -;-31,42115;-64,181648
C4132;Maipu 164;25 de Mayo y Olmos;65 Reg -;-31,415571;-64,17935
C4134;Mariano Moreno 915;Pueyrredon y Fructuoso Rivera;60 Reg - 62 Reg - 67 Reg -;-31,422873;-64,201441
C4136;Mariano Moreno 675;San Luis y Felix Aguilar;60 Reg - 62 Reg - 67 Reg -;-31,419769;-64,200287
C4138;Mariano Moreno 235;Duarte Quiros y Caseros;60 Reg - 62 Reg - 67 Reg -;-31,415209;-64,198619
C4140;Belgrano 1447;Richardson y Temple;66 Ida - 16 Ida -;-31,431382;-64,195051
C4142;Belgrano 1125;Peru y Brasil;66 Ida - 16 Ida -;-31,42821;-64,193783
C4144;Belgrano 827;Fructuoso Rivera y Achaval Rodriguez;61 Reg - 63 Reg - 64 Reg - 66 Ida - 16 Ida -;-31,425212;-64,192536
C4146;Belgrano 475;Montevideo y San Juan;61 Reg - 63 Reg - 64 Reg - 66 Ida - 16 Ida -;-31,420391;-64,189956
C4148;Belgrano 147;Caseros y 27 de Abril;61 Reg - 63 Reg - 64 Reg - 66 Ida - 16 Ida -;-31,416605;-64,188849
C4150;Caseros 813;San Jose de Calazans y Artigas;67 Reg -;-31,414994;-64,196216
